Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Airport West,1/32 Elstone Av,3,t,780000,VB,Nelson,25/11/2017,10.4,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464
Airport West,32 Grange Rd,2,h,628000,S,Barry,25/11/2017,10.4,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464
Airport West,244 Parer Rd,3,h,740000,VB,Nelson,25/11/2017,10.4,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464
Albert Park,57 Graham St,2,h,,VB,Marshall,25/11/2017,3,3206,,,,,,,Port Phillip City Council,,,Southern Metropolitan,3280
Albert Park,47 Greig St,3,h,1710000,S,Marshall,25/11/2017,3,3206,,,,,,,Port Phillip City Council,,,Southern Metropolitan,3280
Albion,66 Adelaide St,4,h,965000,S,hockingstuart,25/11/2017,10.5,3020,,,,,,,Brimbank City Council,,,Western Metropolitan,2185
Albion,63 Derrimut St,2,h,746000,S,Douglas,25/11/2017,10.5,3020,,,,,,,Brimbank City Council,,,Western Metropolitan,2185
Alphington,10 Como St,4,h,2720000,S,McGrath,25/11/2017,5.7,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,135 Fulham Rd,4,h,1870000,S,Nelson,25/11/2017,5.7,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,2 Geneva Rd,4,h,1965000,S,Abercromby's,25/11/2017,5.7,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Alphington,112 Wingrove St,2,h,,SP,Nelson,25/11/2017,5.7,3078,,,,,,,Darebin City Council,,,Northern Metropolitan,2211
Altona,14a Charles Rd,3,u,,SA,hockingstuart,25/11/2017,11,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
Altona,23 Romawi St,4,h,1650000,S,Barlow,25/11/2017,11,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
Ardeer,8 West St,3,h,,SN,RW,25/11/2017,12.8,3022,,,,,,,Brimbank City Council,,,Western Metropolitan,1281
Armadale,8/43 Armadale St,2,u,,SN,McGrath,25/11/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,1 Barnato Gr,4,h,7000000,PI,Kay,25/11/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,569 Dandenong Rd,3,h,1851000,S,Marshall,25/11/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,10 Hampden Rd,4,h,,S,RT,25/11/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,11 Munro St,4,h,,S,Jellis,25/11/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Armadale,65 Northcote Rd,4,h,3000000,PI,Kay,25/11/2017,6.3,3143,,,,,,,Stonnington City Council,,,Southern Metropolitan,4836
Ascot Vale,7/123 Epsom Rd,2,u,,PI,Woodards,25/11/2017,4.3,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ascot Vale,5/17 Hurtle St,2,u,450000,S,Nelson,25/11/2017,4.3,3032,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567
Ashburton,163 Ashburn Gr,3,h,,SN,Marshall,25/11/2017,10.2,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,4A Derna Rd,2,t,815000,PI,Buxton,25/11/2017,10.2,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashburton,47 Fakenham Rd,4,h,,SP,Marshall,25/11/2017,10.2,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
Ashwood,30 Carlyle St,3,h,1450000,S,Tim,25/11/2017,10.2,3147,,,,,,,Monash City Council,,,Southern Metropolitan,2894
Aspendale,29 Ebb St,4,h,1260000,PI,Buxton,25/11/2017,21.5,3195,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2824
Aspendale,45 Eulinga Av,4,h,1210000,SP,Barry,25/11/2017,21.5,3195,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2824
Aspendale,16 Foam St,4,h,1125000,PI,O'Brien,25/11/2017,21.5,3195,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2824
Aspendale,8/25 Nepean Hwy,1,u,437000,S,hockingstuart,25/11/2017,21.5,3195,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2824
Aspendale Gardens,15/5 McIntosh Ct,2,u,,SP,Ray,25/11/2017,21.5,3195,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2243
Attwood,7 Wolfson Ct,4,h,1175000,S,Barry,25/11/2017,16.5,3049,,,,,,,Hume City Council,,,Northern Metropolitan,1130
Avondale Heights,7 Alexander St,5,h,1375000,VB,Nelson,25/11/2017,9.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,74 Canning St,3,h,860000,PI,McDonald,25/11/2017,9.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,78A Canning St,3,h,800000,VB,Nelson,25/11/2017,9.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,14 Lake St,3,h,820000,PI,Nelson,25/11/2017,9.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,11 Riverside Av,5,h,1330000,VB,Nelson,25/11/2017,9.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Avondale Heights,13 Windsor Dr,4,h,1000000,PI,Nelson,25/11/2017,9.5,3034,,,,,,,Moonee Valley City Council,,,Western Metropolitan,4502
Balaclava,8/109 Hotham St,1,u,540000,SP,Biggin,25/11/2017,6.4,3183,,,,,,,Port Phillip City Council,,,Southern Metropolitan,2952
Balwyn,2/11 Ellen St,3,u,,PI,Noel,25/11/2017,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
Balwyn,14 Freeman St,4,h,,S,Marshall,25/11/2017,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
Balwyn,2/10 Mangan St,3,u,1280000,S,Noel,25/11/2017,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
Balwyn,33 Power St,4,h,1760000,PI,Jellis,25/11/2017,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
Balwyn,10 Relowe Cr,4,h,1950000,VB,Jellis,25/11/2017,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
Balwyn,7 Sevenoaks St,3,h,,SP,Jellis,25/11/2017,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
Balwyn,9 Walsh St,3,h,,S,Noel,25/11/2017,7.9,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
Balwyn North,41 Almond St,4,h,,SN,RT,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Balwyn North,243 Balwyn Rd,2,h,1500000,VB,Fletchers,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Balwyn North,11A Capella St,4,h,1590000,S,Fletchers,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Balwyn North,11 Kelvinside St,3,h,1550000,VB,Jellis,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Balwyn North,3 Lime Av,4,h,2200000,PI,Buxton,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Balwyn North,3/56 Maud St,3,u,1350000,S,hockingstuart,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Balwyn North,37 Tower Rd,5,h,2600000,PI,Jellis,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Balwyn North,3 Ventnor St,4,h,1730000,SP,Fletchers,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Balwyn North,1/63 Winfield Rd,3,t,1038000,S,Noel,25/11/2017,9.7,3104,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809
Bayswater,4/45 Marlborough Rd,2,u,590000,S,Fletchers,25/11/2017,23.2,3153,,,,,,,Knox City Council,,,Eastern Metropolitan,5030
Bayswater,16 Orange Gr,4,h,860000,PI,Noel,25/11/2017,23.2,3153,,,,,,,Knox City Council,,,Eastern Metropolitan,5030
Bayswater,55 Ozone Rd,5,h,,SN,iTRAK,25/11/2017,23.2,3153,,,,,,,Knox City Council,,,Eastern Metropolitan,5030
Bayswater North,3 Wendover Av,4,h,735000,S,Fletchers,25/11/2017,23.2,3153,,,,,,,Maroondah City Council,,,Eastern Metropolitan,3598
Beaconsfield,25 Timberside Dr,5,h,,W,O'Brien,25/11/2017,39,3807,,,,,,,Cardinia Shire Council,,,Eastern Victoria,2332
Beaumaris,1/424 Balcombe Rd,3,h,1815000,S,Ray,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,5366
Beaumaris,438 Balcombe Rd,4,h,1815000,S,Ray,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,5366
Beaumaris,2/1 Cloris Av,2,h,975500,S,Barry,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,5366
Beaumaris,4 McNamara St,4,h,1515000,S,hockingstuart,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,5366
Beaumaris,29 Oak St,4,h,1950000,VB,Ray,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,5366
Beaumaris,21 Rosemary Rd,4,h,1730000,S,C21,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,5366
Beaumaris,5 Spicer St,3,h,,S,Hodges,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,5366
Bentleigh,2/12 North Av,3,u,,PI,Jellis,25/11/2017,11.4,3204,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6795
Bentleigh,17 Phillip St,2,h,1587500,S,Buxton,25/11/2017,11.4,3204,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6795
Bentleigh,46a Tucker Rd,4,t,,VB,Buxton,25/11/2017,11.4,3204,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6795
Bentleigh,9/15 Vickery St,2,u,665000,SP,Buxton,25/11/2017,11.4,3204,,,,,,,Glen Eira City Council,,,Southern Metropolitan,6795
Bentleigh East,9 Begg St,3,h,1215000,S,Barry,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,14/76 East Boundary Rd,2,u,510000,SP,Jellis,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,55 Edinburgh St,3,h,1230000,S,C21,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,13 Elwyn St,3,h,1530000,S,C21,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,38 Gladwyn Av,3,h,1620000,S,Jellis,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,12b Hinkler Av,4,t,1315000,S,C21,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,7 Kadir St,3,h,1100000,PI,Buxton,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,1/39 Lancaster St,3,h,,VB,Jellis,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,18 Latham St,4,h,1435000,S,Ray,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,2/24 Monash St,3,h,890000,S,Buxton,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,2/14 Sheffield St,3,u,1210000,SP,Buxton,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,24b Shrewsbury St,3,t,1200000,S,Jellis,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,76 Stockdale Av,3,h,1245000,S,Greg,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,6 Tasman Rd,3,h,1050000,PI,Gary,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Bentleigh East,48A Wingate St,3,t,1060000,PI,Jellis,25/11/2017,13.8,3165,,,,,,,Glen Eira City Council,,,Southern Metropolitan,10969
Berwick,2 Yardley Ct,4,h,,SP,FN,25/11/2017,35.2,3806,,,,,,,Casey City Council,,,Eastern Victoria,17093
Black Rock,60b Ardoyne St,4,h,1750000,S,Chisholm,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,2866
Black Rock,54 Second St,3,h,,SN,Thomson,25/11/2017,17.3,3193,,,,,,,Bayside City Council,,,Southern Metropolitan,2866
Blackburn,1/14 Doulton Rd,3,h,,SP,Jellis,25/11/2017,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,5713
Blackburn,8 Furness St,3,h,,S,Noel,25/11/2017,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,5713
Blackburn,31A Sheehans Rd,3,t,1180000,S,Fletchers,25/11/2017,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,5713
Blackburn,42 Williams Rd,3,h,1300000,S,Noel,25/11/2017,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,5713
Blackburn North,14 Esta St,3,h,1230000,S,RW,25/11/2017,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,2867
Blackburn North,23 Fithie St,3,h,,SN,Barry,25/11/2017,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,2867
Blackburn North,33 Peter Av,4,h,1370000,S,Noel,25/11/2017,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,2867
Blackburn South,2 Tudor Ct,4,h,1150000,S,Fletchers,25/11/2017,13.4,3130,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4387
Bonbeach,2/1 Breeze St,3,u,,S,hockingstuart,25/11/2017,27,3196,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2887
Bonbeach,1/2 Harding La,4,h,1850000,PI,O'Brien,25/11/2017,27,3196,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2887
Bonbeach,2B Patterson St,4,h,,W,Purplebricks,25/11/2017,27,3196,,,,,,,Kingston City Council,,,South-Eastern Metropolitan,2887
Boronia,23 Elsie St,3,h,666000,S,Ray,25/11/2017,25,3155,,,,,,,Knox City Council,,,Eastern Metropolitan,9704
Boronia,43 Interman Rd,3,h,805000,SP,McGrath,25/11/2017,25,3155,,,,,,,Knox City Council,,,Eastern Metropolitan,9704
Boronia,25 Southey Rd,4,h,940000,S,LJ,25/11/2017,25,3155,,,,,,,Knox City Council,,,Eastern Metropolitan,9704
Box Hill,32 Court St,3,h,1700600,SP,Lindellas,25/11/2017,10.9,3128,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4605
Box Hill,23 Merton St,3,h,1285000,S,Noel,25/11/2017,10.9,3128,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4605
Braybrook,39 Myalla St,5,h,1036000,S,Barry,25/11/2017,8.6,3019,,,,,,,Maribyrnong City Council,,,Western Metropolitan,3589
Briar Hill,8 Brandon Ct,4,h,1092000,S,Morrison,25/11/2017,16.1,3088,,,,,,,Banyule City Council,,,Eastern Metropolitan,1390
Briar Hill,54a Gladstone Rd,4,t,1120000,S,Buckingham,25/11/2017,16.1,3088,,,,,,,Banyule City Council,,,Eastern Metropolitan,1390
Briar Hill,4/106 St Helena Rd,3,u,715000,S,Darren,25/11/2017,16.1,3088,,,,,,,Banyule City Council,,,Eastern Metropolitan,1390
Brighton,78 Cole St,4,h,,PN,Nick,25/11/2017,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
Brighton,7 Dendy St,4,h,,S,Marshall,25/11/2017,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
Brighton,47 Durrant St,5,h,,SP,Nick,25/11/2017,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
Brighton,9 Hall St,4,h,3780000,SP,For,25/11/2017,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
Brighton,165 New St,3,h,2340000,S,Buxton,25/11/2017,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
Brighton,67 South Rd,4,h,,SP,Marshall,25/11/2017,10.5,3186,,,,,,,Bayside City Council,,,Southern Metropolitan,10579
Brighton East,14 Binnie St,4,h,,VB,Buxton,25/11/2017,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
Brighton East,36 Binnie St,5,h,,VB,Buxton,25/11/2017,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
Brighton East,6 Denton St,4,h,2000000,S,RT,25/11/2017,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
Brighton East,27 Ferguson St,3,h,,S,Marshall,25/11/2017,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
Brighton East,6 Parklands Cr,3,h,1700000,VB,Buxton,25/11/2017,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
Brighton East,30b Pine St,4,t,1775000,PI,Nick,25/11/2017,10.3,3187,,,,,,,Bayside City Council,,,Southern Metropolitan,6938
Broadmeadows,3 Cornell Cl,5,h,680000,S,YPA,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,4294
Broadmeadows,58a Cuthbert St,3,u,567500,S,Stockdale,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,4294
Broadmeadows,13 Keith Cr,3,h,380000,PI,YPA,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,4294
Broadmeadows,2/16 Ortolan Av,3,u,423000,S,YPA,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,4294
Broadmeadows,16 Stanhope St,4,h,,SN,Ray,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,4294
Broadmeadows,3 Winton Ct,4,h,580000,SP,Eview,25/11/2017,14,3047,,,,,,,Hume City Council,,,Northern Metropolitan,4294
Brookfield,178 Brooklyn Rd,3,h,555000,SP,YPA,25/11/2017,29.8,3338,,,,,,,Melton City Council,,,Western Victoria,3122
Brunswick,41 Bishop St,2,h,991000,S,Nelson,25/11/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Brunswick,11 Fifth Av,4,h,1700000,VB,Jellis,25/11/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Brunswick,45a Garnet St,3,t,865000,PI,Barry,25/11/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Brunswick,45b Garnet St,2,t,849000,S,Barry,25/11/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Brunswick,70 Gold St,4,h,1300000,PI,Barry,25/11/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Brunswick,2/21 Jones St,2,h,602000,S,Raine,25/11/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Brunswick,44 Thistle St,3,h,1385000,S,Jellis,25/11/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Brunswick,1/147 Victoria St,3,h,1335000,S,Nelson,25/11/2017,5.2,3056,,,,,,,Moreland City Council,,,Northern Metropolitan,11918
Brunswick East,5/130 Mitchell St,2,t,720000,S,Jellis,25/11/2017,4,3057,,,,,,,Moreland City Council,,,Northern Metropolitan,5533
Brunswick East,206 Stewart St,3,h,,PI,Ray,25/11/2017,4,3057,,,,,,,Moreland City Council,,,Northern Metropolitan,5533
Brunswick West,2 Coronation St,4,h,,VB,Jellis,25/11/2017,5.2,3055,,,,,,,Moreland City Council,,,Northern Metropolitan,7082
Brunswick West,8/80 Hopetoun Av,2,u,,PI,Ray,25/11/2017,5.2,3055,,,,,,,Moreland City Council,,,Northern Metropolitan,7082
Brunswick West,30 Smith St,3,h,1385000,S,Barry,25/11/2017,5.2,3055,,,,,,,Moreland City Council,,,Northern Metropolitan,7082
Brunswick West,29 Whitby St,3,h,1100000,PI,Raine,25/11/2017,5.2,3055,,,,,,,Moreland City Council,,,Northern Metropolitan,7082
Bulleen,12a Flinders St,4,t,1350000,PI,Barry,25/11/2017,10.8,3105,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480
Bulleen,18 Gisborne St,4,h,,SP,Fletchers,25/11/2017,10.8,3105,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480
Bulleen,51 Golden Wy,4,h,,S,Jellis,25/11/2017,10.8,3105,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480
Bulleen,6 Penderel Wy,4,h,2285000,S,Barry,25/11/2017,10.8,3105,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480
Bulleen,39 Summit Dr,4,h,1680000,PI,Barry,25/11/2017,10.8,3105,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480
Bulleen,17 White Wy,4,h,1245000,S,Barry,25/11/2017,10.8,3105,,,,,,,Manningham City Council,,,Eastern Metropolitan,4480
Bundoora,6 Avon Ct,3,h,822000,S,Barry,25/11/2017,12.1,3083,,,,,,,Banyule City Council,,,Northern Metropolitan,10175
Bundoora,2 Barbara Ct,4,h,,PI,Barry,25/11/2017,12.1,3083,,,,,,,Banyule City Council,,,Northern Metropolitan,10175
Bundoora,24 Glenn Cr,4,h,,PI,Barry,25/11/2017,12.1,3083,,,,,,,Banyule City Council,,,Northern Metropolitan,10175
Bundoora,3/2 Greenwood Dr,2,u,521000,S,Barry,25/11/2017,12.1,3083,,,,,,,Banyule City Council,,,Northern Metropolitan,10175
Bundoora,9 Nash Ct,3,h,,PI,Barry,25/11/2017,12.1,3083,,,,,,,Banyule City Council,,,Northern Metropolitan,10175
Bundoora,14 Shelley Av,3,h,700000,VB,Nelson,25/11/2017,12.1,3083,,,,,,,Banyule City Council,,,Northern Metropolitan,10175
Bundoora,30 Tasman Dr,4,h,,VB,Love,25/11/2017,12.1,3083,,,,,,,Banyule City Council,,,Northern Metropolitan,10175
Burnley,6 Crimea St,3,h,1290000,S,Hodges,25/11/2017,2.4,3121,,,,,,,Yarra City Council,,,Northern Metropolitan,438
Burnside,32 Roycroft Av,4,h,,PI,HAR,25/11/2017,14.8,3023,,,,,,,Melton City Council,,,Western Metropolitan,1607
Burnside,12 Strickland Cr,3,h,475000,S,YPA,25/11/2017,14.8,3023,,,,,,,Melton City Council,,,Western Metropolitan,1607
Burwood,5/380 Burwood Hwy,2,t,,PI,Woodards,25/11/2017,10.4,3125,,,,,,,Monash City Council,,,Southern Metropolitan,5678
Burwood,46 Montpellier Rd,4,h,890000,SP,Fletchers,25/11/2017,10.4,3125,,,,,,,Monash City Council,,,Southern Metropolitan,5678
Burwood,3 Murray Dr,3,h,,SP,Jellis,25/11/2017,10.4,3125,,,,,,,Monash City Council,,,Southern Metropolitan,5678
Burwood,35 Muyan Cct,3,t,891000,S,RW,25/11/2017,10.4,3125,,,,,,,Monash City Council,,,Southern Metropolitan,5678
Burwood,1/5 Renown St,2,u,,PI,Noel,25/11/2017,10.4,3125,,,,,,,Monash City Council,,,Southern Metropolitan,5678
Burwood,98 Roslyn St,3,h,1712000,S,Fletchers,25/11/2017,10.4,3125,,,,,,,Monash City Council,,,Southern Metropolitan,5678
Burwood,84 Somers St,4,h,,VB,Buxton,25/11/2017,10.4,3125,,,,,,,Monash City Council,,,Southern Metropolitan,5678
Burwood East,2 Anthony Ct,3,h,1053000,S,Fletchers,25/11/2017,14.7,3151,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4048
Burwood East,2/201 Burwood Hwy,2,u,701000,S,Buxton,25/11/2017,14.7,3151,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4048
Burwood East,1 Cooinda Ct,3,h,1160000,PI,Buxton,25/11/2017,14.7,3151,,,,,,,Whitehorse City Council,,,Eastern Metropolitan,4048
Cairnlea,3 Eaglehawk Cct,5,h,800000,S,Barry,25/11/2017,14.8,3023,,,,,,,Brimbank City Council,,,Western Metropolitan,2674
Cairnlea,6 Sapling Tce,4,h,740000,PI,Barry,25/11/2017,14.8,3023,,,,,,,Brimbank City Council,,,Western Metropolitan,2674
Cairnlea,1 Treemont Ct,4,h,771200,S,HAR,25/11/2017,14.8,3023,,,,,,,Brimbank City Council,,,Western Metropolitan,2674
Camberwell,8 Crellin Gr,3,h,1800000,VB,Garvey,25/11/2017,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Camberwell,2 Lesley St,5,h,2900000,PI,Jellis,25/11/2017,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Camberwell,12 Morey St,4,h,410000,VB,Jellis,25/11/2017,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Camberwell,4/28 Nevis St,2,u,745000,SP,Jellis,25/11/2017,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Camberwell,35 Nevis St,4,h,2300000,PI,Buxton,25/11/2017,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Camberwell,2 Quinton Rd,5,h,,PI,hockingstuart,25/11/2017,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Camberwell,1/5 Through Rd,3,h,1580000,VB,Garvey,25/11/2017,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Camberwell,6/1021 Toorak Rd,2,u,653000,S,Jellis,25/11/2017,7.7,3124,,,,,,,Boroondara City Council,,,Southern Metropolitan,8920
Campbellfield,56 Somerset Rd,3,h,570000,SP,Barry,25/11/2017,16.6,3061,,,,,,,Hume City Council,,,Northern Metropolitan,1889
Canterbury,26 Chaucer Cr,4,h,3600000,VB,Marshall,25/11/2017,8.4,3126,,,,,,,Boroondara City Council,,,Southern Metropolitan,3265
Canterbury,38 Hopetoun Av,3,h,4508000,S,Jellis,25/11/2017,8.4,3126,,,,,,,Boroondara City Council,,,Southern Metropolitan,3265
Canterbury,7 Maysia St,4,h,2400000,S,Fletchers,25/11/2017,8.4,3126,,,,,,,Boroondara City Council,,,Southern Metropolitan,3265
Canterbury,2/151 Prospect Hill Rd,2,u,1374500,S,hockingstuart,25/11/2017,8.4,3126,,,,,,,Boroondara City Council,,,Southern Metropolitan,3265
Carlton,179 Drummond St,4,h,5460000,S,Nelson,25/11/2017,1.6,3053,,,,,,,Melbourne City Council,,,Northern Metropolitan,6786
Carlton,5/110 Keppel St,3,t,1350000,PI,LITTLE,25/11/2017,1.6,3053,,,,,,,Melbourne City Council,,,Northern Metropolitan,6786
Carlton,167 Station St,2,h,,SP,Ray,25/11/2017,1.6,3053,,,,,,,Melbourne City Council,,,Northern Metropolitan,6786
Carlton North,159 Arnold St,5,h,,PI,Craig,25/11/2017,3.5,3054,,,,,,,Melbourne City Council,,,Northern Metropolitan,3106
Carlton North,94 MacPherson St,3,h,2700000,VB,Nelson,25/11/2017,3.5,3054,,,,,,,Melbourne City Council,,,Northern Metropolitan,3106
